joint1,joint2,joint3,joint4,joint5,joint6,joint7,gripper
-0.004214409041546838,-0.8583074327594181,-1.7593754577674425e-05,-2.4136707483462465,-0.00010587269880130146,1.542489033707526,0.7805928432222266,-0.005831304072369564
-0.003368557635298128,-0.8572255798098042,2.282082776870753e-05,-2.4138321273511165,-0.00013447279550387638,1.543451446881983,0.7813523151466828,-0.006541530920736255
-0.004274224206739299,-0.8563198715090304,8.693977041191597e-05,-2.4104925058008795,-0.000241778739469789,1.5439643283902456,0.7803546834991649,-0.005037974745092794
-0.004123830025897515,-0.8548499693995161,4.362071157337777e-06,-2.407470531597622,-0.0003840168795759902,1.5447053880181805,0.7804656379113206,-0.004844865575304114
-0.004034495688272424,-0.856076267207443,-0.00019447214597380358,-2.4074670917284555,-0.0004885062060530406,1.544801278216283,0.7806539332248138,-0.005201617397011193
-0.004093127967966667,-0.8562783338524776,-0.0004217515954611298,-2.406307757537561,-0.0006134476742918711,1.5449774313290425,0.7803611097444437,-0.0044495559772868565
-0.003991143817513823,-0.8553684093234072,-0.0005806098660637998,-2.4035461322891765,-0.0007839416942770701,1.5454400681538227,0.7805038609651661,-0.004158980633004183
-0.0037939638669672177,-0.8545206351225624,-0.0008563014906871405,-2.3993194176220336,-0.0010871672115500193,1.5464376921694605,0.7807372665320862,-0.003265105436639937
-0.0037562174610694804,-0.85528002468578,-0.00119089048910756,-2.397098441524557,-0.0014113294563467722,1.549060207489406,0.7808367784315514,-0.003388096119924605
-0.003742446555269577,-0.854060441611807,-0.0009748413183007856,-2.3961293812395263,-0.0013943489871199354,1.54923908054074,0.7807767187974055,-0.0030554151911600658
-0.0035359800708117256,-0.8532901210863385,-0.00132459630034331,-2.3902276468525283,-0.0018752952895338755,1.5517729258631625,0.7812138390511599,-0.0026014928456399578
-0.003474849607565292,-0.8506331164763962,-0.0017630578656715329,-2.3827102550592807,-0.002242420264261506,1.5551810583502335,0.7813541318489345,-0.0010448920103186543
-0.0032760453963345676,-0.8504416684804051,-0.002011764374428439,-2.3794263593895315,-0.002546094604509614,1.5589771035314333,0.7813115523250127,-0.0011034062075944984
-0.0034861223298130323,-0.8458884542331703,-0.00226488127620382,-2.3708682597506257,-0.002955118366258882,1.568894840281747,0.7815427977335337,-0.0009329635900137134
