Angle1,Angle2,Angle3,Angle4,Angle5,Angle6,Angle7,Gripper
0.0651226905524207,0.47661885828240225,0.06938879552356003,-2.0202959475101867,0.0005232088986843089,2.426780193691111,0.8796206736162192,1
0.06456750860258849,0.21176228930479923,0.06303359746299399,-2.0422493252827754,0.0005222955761845703,2.243648731288956,0.8796418051400794,1
0.05364050837664487,0.12111357468270827,-0.09223115811727035,-2.018612004185097,0.0005078836471325309,2.181956631630958,0.7175308499128286,1
0.0008639348892820243,0.4703612005527285,-0.2463731826688753,-1.74307215791795,0.016300187170809576,2.2095359921529982,0.47524270025339144,1
-0.049920495450944076,0.7487209250221685,-0.2345773810525241,-1.6641815974533567,0.05430718988157696,2.3999213631743475,0.36806237736061387,1
-0.06705129856976651,0.8162875461432543,-0.23282814464007096,-1.620416225045396,0.14593013397043558,2.3985794035003645,0.3774729258663126,1
-0.06678371446758703,0.8199475585081245,-0.231944281811582,-1.6204125447592634,0.15265737861011613,2.3985275264247896,0.37966562335829274,1
-0.0667687364068875,0.8199392237984605,-0.23193616455922134,-1.6204164701511943,0.15265605048163164,2.398525080310499,0.379666289240941,1
-0.0667687364068875,0.8199392237984605,-0.23193616455922134,-1.6204164701511943,0.15265605048163164,2.398525080310499,0.379666289240941,0

